article_id,source_name,title,event,bias,country,adfontes_bias,mentions_gw
229053,Forbes,18M Properties And $8T At Extreme Risk And How It’s Changing Housing,drought,right-center,us,Middle,False
229084,Globalsecurity.org,"As Somalia faces once-in-a-century flooding, UN relief wing releases $25 million to jumpstart life-saving assistance",drought,least biased,us,,False
255220,The Times of India,Once-in-a-century flooding swamps Somalia after historic drought: UN,drought,right-center,in,Middle,False
255813,The Punch,NLNG blames high cooking gas prices on forex,drought,left-center,ng,,False
268238,Business Insider,This is the world's next major election. The winner has to fix chronic hyperinflation and halt a 6th recession in 10 years.,drought,left-center,us,Middle,False
289577,The Times of India,India will have to wait for another three World Cups if they don't win it this time: Shastri,drought,right-center,in,Middle,False
296097,Al Jazeera English,‘A metaphor for life’: Bollywood’s stormy love affair with Indian cricket,drought,left-center,us,Skews Left,False
306239,The Punch,Sesame Seeds: A Complete Guide Of How To Export And Supply From Nigeria With Zaph And Zoe Agro Export Company,drought,left-center,ng,,False
307319,Phys.Org,Researchers reveal evolutionary secret underlying the rise of seed plants,drought,pro-science,gb,Middle,False
84192,The Punch,"114m people displaced by war, violence worldwide -UN",drought,left-center,ng,,False
390323,BBC News,Somalia floods: Bodies unearthed and bridges swept away,drought,left-center,gb,Middle,False
459183,The Punch,Awoniyi out of Zimbabwe clash,drought,left-center,ng,,False
459277,The Punch,"Ronaldo United’s best, Messi greatest ever – Bola BMH",drought,left-center,ng,,False
457296,Globalsecurity.org,Displaced families uprooted by severe floods across Horn of Africa,drought,least biased,us,,False
469471,The Indian Express,How drought gave birth to this Maharashtra startup that simplified farming for onion growers,drought,left-center,in,Middle,False
517267,Al Jazeera English,‘Out of control’ fires endanger wildlife in Brazil’s Pantanal wetlands,drought,left-center,us,Skews Left,False
524258,The Times of India,"Karnataka to consider parking govt funds in Co-Op banks, says CM Siddaramaiah",drought,right-center,in,Middle,False
531091,The Times of India,Why many supermarkets are putting olive oil bottles under lock and key,drought,right-center,in,Middle,False
596127,The Times of India,Water shortage in eastern Rajasthan districts brings ERCP into focus this election,drought,right-center,in,Middle,False
606948,Phys.Org,"The good, bad and essential: Microbes that affect food and health",drought,pro-science,gb,Middle,False
618661,Phys.Org,Unveiling the subtle influence of rootstocks on grapevine growth and wine quality: A 30-year X-ray imaging study,drought,pro-science,gb,Middle,False
671241,The Times of India,Asian Development Bank unleashes $170 million wave to transform Kochi's water landscape,drought,right-center,in,Middle,False
674373,The Times of India,"FM dials ITC, asks to buy millets from Karnataka’s drought-hit farmers",drought,right-center,in,Middle,False
674459,The Times of India,"FM dials ITC, asks to buy millets from Karnataka’s drought-hit farmers",drought,right-center,in,Middle,False
677650,The Times of India,Adb unleashes USD 170 mn wave to transform Kochi's water landscape,drought,right-center,in,Middle,False
776019,The Punch,"10 years after, power play grounds Kano’s multi-billion naira electricity project",drought,left-center,ng,,False
92933,Phys.Org,Japan sees hottest September since records began,heatwave,pro-science,gb,Middle,True
95498,Phys.Org,UN sounds warning on climate change health threat,heatwave,pro-science,gb,Middle,True
96430,Phys.Org,Here are the places that could become too hot for humans due to climate change,heatwave,pro-science,gb,Middle,True
613,Phys.Org,Climate change main culprit for hot South American winter,heatwave,pro-science,gb,Middle,True
9831,CNN,The climate crisis is coming for your hoppy beer,heatwave,left-center,us,Skews Left,True
15209,Phys.Org,Climate-driven extreme heat may make parts of Earth too hot for humans,heatwave,pro-science,gb,Middle,True
16536,BBC News,World breaches key 1.5C warming mark for record number of days,heatwave,left-center,gb,Middle,True
20024,Phys.Org,Life on Earth under 'existential threat': climate scientists,heatwave,pro-science,gb,Middle,True
20027,Phys.Org,New map shows how climate change affects your community and its vulnerability to weather,heatwave,pro-science,gb,Middle,True
20043,Phys.Org,Eastern Canada breaks autumn heat records,heatwave,pro-science,gb,Middle,True
20099,Phys.Org,Global study warns water security threatened by droughts and heat waves worldwide,heatwave,pro-science,gb,Middle,True
20105,NPR,The military is turning to microgrids to fight global threats — and global warming,heatwave,left-center,us,Middle,True
20107,Forbes,Extreme Weather Disrupts U.S. Oil And Gas Sector,heatwave,right-center,us,Middle,True
20926,Business Insider,The verdict is in on how much Texas' heat wave clobbered its economy this summer,heatwave,left-center,us,Middle,True
26924,Phys.Org,Could 'marine cloud brightening' reduce coral bleaching on the Great Barrier Reef?,heatwave,pro-science,gb,Middle,True
32215,Phys.Org,Designing marine protected areas in the fight against climate change,heatwave,pro-science,gb,Middle,True
48226,Phys.Org,Virtually certain 2023 will be warmest year on record: US agency,heatwave,pro-science,gb,Middle,True
48352,International Business Times,Virtually Certain 2023 Will Be Warmest Year On Record: US Agency,heatwave,left-center,us,Middle,True
48362,CNA,Life on Earth under 'existential threat': Climate scientists,heatwave,least biased,sg,Middle,True
48366,NPR,"It's the warmest September on record thanks to El Niño and, yes, climate change",heatwave,left-center,us,Middle,True
48389,CNA,Virtually certain 2023 will be warmest year on record: US agency,heatwave,least biased,sg,Middle,True
48463,International Business Times,Life On Earth Under 'Existential Threat': Climate Scientists,heatwave,left-center,us,Middle,True
55204,Phys.Org,"Earth's vital signs are now in 'uncharted territory,' climate scientists warn",heatwave,pro-science,gb,Middle,True
78176,Phys.Org,Record heat unleashes deadly floods from New York to Libya,heatwave,pro-science,gb,Middle,True
78680,CNN,2023 on track to be the hottest year as September shatters heat records,heatwave,left-center,us,Skews Left,True
78761,International Business Times,September Was Hottest On Record By 'Extraordinary' Margin: EU Monitor,heatwave,left-center,us,Middle,True
134902,The Times of India,Climate change threatens to reverse health gains: World Meteorological Organization,heatwave,right-center,in,Middle,True
135450,Globalsecurity.org,UN: Asia bears brunt as climate change threatens health gains,heatwave,least biased,us,,True
167952,The Times of India,Invasive species could reap benefits from extreme weather,heatwave,right-center,in,Middle,True
212246,BBC News,Polluters face 20 years in jail under Scottish ecocide plan,heatwave,left-center,gb,Middle,True
200516,RT,This year ‘virtually certain’ to be warmest on record – EU scientists,heatwave,right-center,ru,Skews Right,True
199978,BBC News,'Virtually certain' that 2023 will be warmest year after October record,heatwave,left-center,gb,Middle,True
200371,Phys.Org,"October obliterated temperature records, virtually guaranteeing 2023 will be hottest year on record",heatwave,pro-science,gb,Middle,True
200527,International Business Times,Hottest October Globally Marks Fifth Record-shattering Month,heatwave,left-center,us,Middle,True
200574,ABC News,"October obliterated temperature records, virtually guaranteeing 2023 will be hottest year on record",heatwave,left-center,us,Middle,True
200711,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",heatwave,right-center,in,Middle,True
200716,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",heatwave,right-center,in,Middle,True
212420,The Times of India,"'This year 'virtually certain' to be warmest in 125,000 years'",heatwave,right-center,in,Middle,True
212452,The Times of India,"This year 'virtually certain' to be warmest in 125,000 years, EU scientists say",heatwave,right-center,in,Middle,True
225794,Time,Hottest October On Record Makes It Almost Certain 2023 Will Be Hottest Year Ever,heatwave,left-center,us,Skews Left,True
81717,BBC News,Malawi heatwave warning issued as temperatures set to soar,heatwave,left-center,gb,Middle,True
327379,NPR,"Climate change affects your life in 3 big ways, a new report warns",heatwave,left-center,us,Middle,True
327386,ABC News,Why climate change is worsening in every part of the US: Report,heatwave,left-center,us,Middle,True
327483,Time,"Climate Change is Hitting Every Part of Americans’ Daily Lives, Major Report Warns",heatwave,left-center,us,Skews Left,True
327567,The Verge,Latest US climate assessment shows the extreme toll taken by climate change,heatwave,left-center,us,Middle,True
334499,Phys.Org,New study highlights need to address risk of continued global warming after net zero,heatwave,pro-science,gb,Middle,True
359971,BBC News,Brazil: Health warnings as country gripped by 'unbearable' heatwave,heatwave,left-center,gb,Middle,True
360317,Phys.Org,Heat projected to kill nearly five times more people by 2050,heatwave,pro-science,gb,Middle,True
363340,Phys.Org,"Georgia, Southeast among the most at-risk from climate change, report finds",heatwave,pro-science,gb,Middle,True
363375,International Business Times,Heat Projected To Kill Nearly Five Times More People By 2050,heatwave,left-center,us,Middle,True
371826,The Times of India,"Yearly heat-related deaths to see fivefold rise by mid-century, climate inaction threatening public health: Lancet report",heatwave,right-center,in,Middle,True
371955,ABC News,Heat-related deaths for older adults could increase by 370% through mid-century if climate warms 2 degrees Celsius,heatwave,left-center,us,Middle,True
384529,Phys.Org,"Climate engineering could slow Antarctic ice loss, study says",heatwave,pro-science,gb,Middle,True
387589,The Times of India,View: The last thing the game of cricket needs is Saudi money,heatwave,right-center,in,Middle,True
387675,Phys.Org,Study shows temperature variability reduces songbird nesting success,heatwave,pro-science,gb,Middle,True
465963,The Times of India,2023 most likely the warmest year on record: WMO,heatwave,right-center,in,Middle,True
420817,Business Insider,The key to fighting the urban doom loop might be a downtown beach,heatwave,left-center,us,Middle,True
481143,The Times of India,Climate crisis potentially lethal threat for people with mental health problems: Report,heatwave,right-center,in,Middle,True
472626,Forbes,How Can AI Help Prevent WildFires Due To Climatic Change?,heatwave,right-center,us,Middle,True
480775,Business Insider,Florida scientists are giving coral IVF treatments to help bolster dying reef,heatwave,left-center,us,Middle,True
516505,Phys.Org,Global one-day temperature spikes above 2C for first time: EU monitor,heatwave,pro-science,gb,Middle,True
516627,International Business Times,Global One-day Temperature Spikes Above 2C For First Time: EU Monitor,heatwave,left-center,us,Middle,True
583970,BBC News,Brazil records its hottest ever temperature,heatwave,left-center,gb,Middle,True
584076,NPR,A fan died of heat at a Taylor Swift concert. It's a rising risk with climate change,heatwave,left-center,us,Middle,True
650869,Phys.Org,Northern bees at risk from insecticide,heatwave,pro-science,gb,Middle,True
689593,International Business Times,"Heat, Disease, Air Pollution: How Climate Change Impacts Health",heatwave,left-center,us,Middle,True
689750,The Times of India,UN Climate talks embrace first-ever 'Health Day' amidst urgent calls to tackle global warming's health impact,heatwave,right-center,in,Middle,True
708642,International Business Times,"COP28 Host UAE Ready For Rising Heat Risk, Says Minister",heatwave,left-center,us,Middle,True
754710,NPR,3 climate impacts the U.S. will see if warming goes beyond 1.5 degrees,heatwave,left-center,us,Middle,True
93287,Phys.Org,Report: The US just had its seventh-warmest September on record,heatwave,pro-science,gb,Middle,False
95525,Phys.Org,A monster eddy current is spinning into existence off the coast of Sydney—will it bring a new marine heat wave?,heatwave,pro-science,gb,Middle,False
6937,CNA,Mandatory hourly breaks for some outdoor workers when weather gets too hot: MOM,heatwave,least biased,sg,Middle,False
86632,Time,Why Saudi Arabia Is Set to Host the 2034 FIFA World Cup,heatwave,left-center,us,Skews Left,False
437950,The Punch,"Three years after, Rivers traders beg Fubara to reopen shut market",heatwave,left-center,ng,,False
473048,NPR,"Taylor Swift postpones Brazil show due to heat, day after fan dies during concert",heatwave,left-center,us,Middle,False
583871,Phys.Org,"High temperatures may have caused over 70,000 excess deaths in Europe in 2022",heatwave,pro-science,gb,Middle,False
89570,CNA,China expands climate change surveillance on Himalayan peak,heavy_rain,least biased,sg,Middle,True
89586,International Business Times,"At Least 10 Dead, 102 Missing In India Glacial Lake Burst",heavy_rain,left-center,us,Middle,True
89656,International Business Times,"India Flood Toll Hits 56, Army Warns On Stray Munitions",heavy_rain,left-center,us,Middle,True
89657,International Business Times,Indian Flood Toll Up To 77 As Waters Recede,heavy_rain,left-center,us,Middle,True
89707,The Punch,"10 die, 82 missing in India lake burst",heavy_rain,left-center,ng,,True
89742,CNN,Death toll from flash floods in Indian Himalayas climbs to 74 with at least 100 still missing,heavy_rain,left-center,us,Skews Left,True
89765,The Punch,"10 die, 102 missing in India glacial lake burst",heavy_rain,left-center,ng,,True
89797,The Times of India,Nepal quake triggered Sikkim disaster? Scientists to find out,heavy_rain,right-center,in,Middle,True
90035,Phys.Org,Climate adaptation projects sometimes exacerbate the problems they try to solve—a new tool hopes to correct that,heavy_rain,pro-science,gb,Middle,True
90690,Al Jazeera English,"Over a year after Pakistan floods, survivors battle climate anxiety",heavy_rain,left-center,us,Skews Left,True
90712,Phys.Org,New study reveals the influence of natural climate drivers on extreme monsoons in Pakistan,heavy_rain,pro-science,gb,Middle,True
90756,Phys.Org,Research offers novel method to analyze implications of large-scale flood adaptation,heavy_rain,pro-science,gb,Middle,True
91835,Time,Millions of Children Displaced Due To Extreme Weather. Climate Change Will Make It Worse,heavy_rain,left-center,us,Skews Left,True
91978,Al Jazeera English,Hong Kong drenched and battered by weakening Typhoon Koinu,heavy_rain,left-center,us,Skews Left,True
91985,Phys.Org,Millions of children are displaced due to extreme weather events. Climate change will make it worse,heavy_rain,pro-science,gb,Middle,True
92027,Phys.Org,"Typhoon Koinu skirts Hong Kong, heads for southern China's Hainan island",heavy_rain,pro-science,gb,Middle,True
92101,Euronews,"Millions of children displaced due to extreme weather events, says UNICEF",heavy_rain,left-center,eu,Middle,True
92439,CNN,"Floods, storms and fires displaced 20,000 children every day over past six years, UNICEF report finds",heavy_rain,left-center,us,Skews Left,True
92518,Globalsecurity.org,UN: Millions of children in Asia displaced by weather-related events,heavy_rain,least biased,us,,True
92646,Phys.Org,"If we protect mangroves, we protect our fisheries, our towns and ourselves",heavy_rain,pro-science,gb,Middle,True
92974,Phys.Org,Deadly Storm Babet batters Scotland and Scandinavia,heavy_rain,pro-science,gb,Middle,True
93424,Business Insider,America's cities are vying for a hot new title: best place to ride out the coming dystopia,heavy_rain,left-center,us,Middle,True
94262,BBC News,Storm Ciarán: Flooding and damage hits homes across UK,heavy_rain,left-center,gb,Middle,True
96470,NPR,"As climate threats grow, poor countries still aren't getting enough money to prepare",heavy_rain,left-center,us,Middle,True
96740,The Times of India,Climate funding fall shows action 'stalling' as needs grows: UN,heavy_rain,right-center,in,Middle,True
96757,The Times of India,Climate funding fall shows action 'stalling' as needs grows: UN,heavy_rain,right-center,in,Middle,True
96879,The Times of India,"Rail services cancelled, several schools closed as storm Ciaran triggers weather alert in northwestern Europe",heavy_rain,right-center,in,Middle,True
103823,Phys.Org,Seven dead as Western Europe hit by record winds of Storm Ciaran,heavy_rain,pro-science,gb,Middle,True
3064,Phys.Org,Flood warnings for Africa advance with EU expertise,heavy_rain,pro-science,gb,Middle,True
3142,BBC News,Ghana floods: ‘My entire farm is under the water and so is my house’,heavy_rain,left-center,gb,Middle,True
8341,ABC News,Millions of children are displaced due to extreme weather events. Climate change will make it worse,heavy_rain,left-center,us,Middle,True
8372,The Times of India,"Over 43 million kids displaced by floods, storms, droughts, wildfires between 2016-2021",heavy_rain,right-center,in,Middle,True
11981,International Business Times,"Typhoon Koinu Skirts Hong Kong, Heads For Southern China's Hainan Island",heavy_rain,left-center,us,Middle,True
11984,International Business Times,"Hong Kong Halts Trading, Closes Schools Post-typhoon",heavy_rain,left-center,us,Middle,True
13561,NPR,Here's how Americans feel about climate change,heavy_rain,left-center,us,Middle,True
15079,Phys.Org,Disasters cause $3.8 tn in crop loses over 30 years: FAO,heavy_rain,pro-science,gb,Middle,True
17435,NPR,Climate rules are coming for corporate America,heavy_rain,left-center,us,Middle,True
18343,Phys.Org,Storm Ciaran triggers weather alert in northwestern Europe,heavy_rain,pro-science,gb,Middle,True
18508,Phys.Org,Insights for plant breeding: Arming wheat plants against climate stress with microorganisms,heavy_rain,pro-science,gb,Middle,True
19747,NPR,How kids are making sense of climate change and extreme weather,heavy_rain,left-center,us,Middle,True
19750,Gizmodo.com,Here's Where NYC Is Sinking,heavy_rain,left,us,Skews Left,True
19908,Phys.Org,Indonesian urban poor suffer the most in extreme weather caused by climate change,heavy_rain,pro-science,gb,Middle,True
20107,Forbes,Extreme Weather Disrupts U.S. Oil And Gas Sector,heavy_rain,right-center,us,Middle,True
32204,Phys.Org,Why climate change is a national security risk,heavy_rain,pro-science,gb,Middle,True
32220,Phys.Org,"'Spatial sorting' dominated bug evolution after Hurricane Harvey flooding, study shows",heavy_rain,pro-science,gb,Middle,True
47698,Phys.Org,Urgent action needed to address climate change threats to coastal areas,heavy_rain,pro-science,gb,Middle,True
66290,BBC News,Storm Ciarán: England prepares for further disruption,heavy_rain,left-center,gb,Middle,True
53446,NPR,Hurricane Otis rapidly strengthens off Mexico's Pacific coast as it nears Acapulco,heavy_rain,left-center,us,Middle,True
53868,Phys.Org,Method involving citizen participation found effective to address risks of environmental disaster,heavy_rain,pro-science,gb,Middle,True
54636,CNA,"Death toll rises to 40 after glacial lake flooding in Indian Himalayas, dozens still missing",heavy_rain,least biased,sg,Middle,True
56876,BBC News,Mbankolo landslides kill 23 in Cameroon capital Yaoundé,heavy_rain,left-center,gb,Middle,True
57350,Phys.Org,"NASA-ISRO radar mission to provide dynamic view of forests, wetlands",heavy_rain,pro-science,gb,Middle,True
67767,International Business Times,'Zero Income' After Storms Ravage Famed Greek Apple Harvest,heavy_rain,left-center,us,Middle,True
69504,Phys.Org,"Taiwan cancels flights, shuts schools ahead of typhoon",heavy_rain,pro-science,gb,Middle,True
72999,Al Jazeera English,Spirit Tales: Iraq’s shape-shifting Tantals,heavy_rain,left-center,us,Skews Left,True
75167,Phys.Org,Q&A: Scientist helps fish harvesters implement adaptive strategies to climate change,heavy_rain,pro-science,gb,Middle,True
78176,Phys.Org,Record heat unleashes deadly floods from New York to Libya,heavy_rain,pro-science,gb,Middle,True
80336,Marketscreener.com,Thales : Alenia Space leading a flooding Digital Twin Proof of Concept initiative in Luxembourg,heavy_rain,least biased,fr,,True
116247,BBC News,Storm Ciarán eases but flood warnings remain,heavy_rain,left-center,gb,Middle,True
118719,The Punch,2.6 million Nigerians may go hungry in 2024 -FAO,heavy_rain,left-center,ng,,True
121955,ABC News,"Storm Ciarán sweeps into Italy with record rainfall, killing 3 and bringing toll to 10",heavy_rain,left-center,us,Middle,True
132441,Phys.Org,Storm Ciarán is breaking records and research suggests more severe weather in future,heavy_rain,pro-science,gb,Middle,True
134992,Al Jazeera English,"At least six dead in Italy as heavy rain, high winds sweep Europe",heavy_rain,left-center,us,Skews Left,True
135435,BBC News,Northern Ireland floods: What can we do to prevent more devastation?,heavy_rain,left-center,gb,Middle,True
140909,The Times of India,Sixteen dead as Storm Ciaran batters Western Europe,heavy_rain,right-center,in,Middle,True
156506,ABC News,"Some houses are being built to stand up to hurricanes and sharply cut emissions, too",heavy_rain,left-center,us,Middle,True
167758,Globalsecurity.org,"World News in Brief: Sudan and South Sudan updates, Ukraine heritage under fire in Odesa",heavy_rain,least biased,us,,True
167837,RT,East Africa hit by flooding,heavy_rain,right-center,ru,Skews Right,True
167890,The Punch,"Lead campaign for green economy, Obasanjo tells youths",heavy_rain,left-center,ng,,True
180112,Globalsecurity.org,"Climate crisis drives malnutrition in South Sudan to unprecedented levels in flood-affected areas, WFP warns",heavy_rain,least biased,us,,True
200483,Al Jazeera English,Dozens dead and thousands trapped in Somalia’s ‘worst floods in decades’,heavy_rain,left-center,us,Skews Left,True
228092,The Times of India,"Worst floods in decades kill 29 in Somalia, hit towns across East Africa",heavy_rain,right-center,in,Middle,True
228973,BBC News,Somalia floods: UN warns of 'once-in-a-century event',heavy_rain,left-center,gb,Middle,True
229260,AllAfrica - Top Africa News,"Kenya: Recent Floods in Kenya Kill 15, Displace Thousands",heavy_rain,least biased,af,,True
242434,The Punch,"Your investments safe in Nigeria, Tinubu assures Saudi investors",heavy_rain,left-center,ng,,True
261686,Forbes,Climate Change Propels France To #1 Largest Global Wine Producer In 2023,heavy_rain,right-center,us,Middle,True
284474,Globalsecurity.org,10 November 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,heavy_rain,least biased,us,,True
293651,The Times of India,Storm Debi: Weather warnings are in force across the UK,heavy_rain,right-center,in,Middle,True
297265,The Punch,"FG partners Denmark on climate change, others",heavy_rain,left-center,ng,,True
307011,Phys.Org,"Desperate for water, a desert city hopes to build a pipeline to the California Aqueduct",heavy_rain,pro-science,gb,Middle,True
82504,BBC News,'Extremely dangerous' Hurricane Lidia heads towards Mexico's Pacific coast,heavy_rain,left-center,gb,Middle,True
82599,Phys.Org,'Extremely dangerous' Hurricane Lidia heads for Mexico,heavy_rain,pro-science,gb,Middle,True
82613,Phys.Org,"Headed for Mexico, Hurricane Norma strengthens to Category 4",heavy_rain,pro-science,gb,Middle,True
82616,Phys.Org,'Potentially catastrophic' Hurricane Otis hits Mexico,heavy_rain,pro-science,gb,Middle,True
82640,Phys.Org,Hurricane Otis weakens after making landfall in Mexico,heavy_rain,pro-science,gb,Middle,True
82642,Phys.Org,Why did Hurricane Otis 'explosively' intensify off Mexico?,heavy_rain,pro-science,gb,Middle,True
82714,Phys.Org,"Lidia leaves at least one dead in Mexico, weakens to storm",heavy_rain,pro-science,gb,Middle,True
83910,Phys.Org,"14,000 displaced in Myanmar after record rain sparks floods",heavy_rain,pro-science,gb,Middle,True
84037,The Punch,"Flood displaces 14,000 in Myanmar",heavy_rain,left-center,ng,,True
85089,Forbes,"43M Children Displaced By Floods, Storms, Droughts, Wildfires Since 2016",heavy_rain,right-center,us,Middle,True
86145,Globalsecurity.org,5 October 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,heavy_rain,least biased,us,,True
327379,NPR,"Climate change affects your life in 3 big ways, a new report warns",heavy_rain,left-center,us,Middle,True
327483,Time,"Climate Change is Hitting Every Part of Americans’ Daily Lives, Major Report Warns",heavy_rain,left-center,us,Skews Left,True
327527,Globalsecurity.org,"World News in Brief: Water crisis for children, hunger in East Africa, new Yazidi memorial",heavy_rain,least biased,us,,True
327567,The Verge,Latest US climate assessment shows the extreme toll taken by climate change,heavy_rain,left-center,us,Middle,True
360078,Phys.Org,Thousands of homes underwater after floods hit Vietnam,heavy_rain,pro-science,gb,Middle,True
360514,International Business Times,Thousands Of Homes Underwater After Floods Hit Vietnam,heavy_rain,left-center,us,Middle,True
360552,Globalsecurity.org,From drought to floods: climate extremes drive Somalia hunger crisis,heavy_rain,least biased,us,,True
360683,AllAfrica - Top Africa News,Somalia: From Drought to Floods - Climate Extremes Drive Somalia Hunger Crisis,heavy_rain,least biased,af,,True
363340,Phys.Org,"Georgia, Southeast among the most at-risk from climate change, report finds",heavy_rain,pro-science,gb,Middle,True
370601,BBC News,England's flood defence plans reduced 'due to inflation',heavy_rain,left-center,gb,Middle,True
387037,Phys.Org,Flash floods kill 100 in Horn of Africa: charity,heavy_rain,pro-science,gb,Middle,True
417185,Phys.Org,Report: Climate change impacts on water are profound and unequal,heavy_rain,pro-science,gb,Middle,True
420733,ABC News,'Once-in-a century’ floods erode resilience of Somalia's displaced,heavy_rain,left-center,us,Middle,True
420799,Phys.Org,Let coastlines be coastlines: How nature-based approaches can protect Canada's coasts,heavy_rain,pro-science,gb,Middle,True
420817,Business Insider,The key to fighting the urban doom loop might be a downtown beach,heavy_rain,left-center,us,Middle,True
442917,Globalsecurity.org,17 November 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,heavy_rain,least biased,us,,True
457291,Globalsecurity.org,Severe floods affect tens of thousands of displaced people in Horn of Africa,heavy_rain,least biased,us,,True
474097,NPR,"A disappearing island: 'The water is destroying us, one house at a time'",heavy_rain,left-center,us,Middle,True
480807,Phys.Org,Torrential rains in Brazil leave at least six dead,heavy_rain,pro-science,gb,Middle,True
481069,ABC News,Extreme weather can hit farmers hard. Those with smaller farming operations often pay the price,heavy_rain,left-center,us,Middle,True
490982,The Times of India,"Two killed as stormy winds lash Bulgaria, Romania",heavy_rain,right-center,in,Middle,True
536056,CNN,"The world is making, and drinking, less wine. Winemakers are struggling",heavy_rain,left-center,us,Skews Left,True
87189,Wired,Hydro Dams Are Struggling to Handle the World’s Intensifying Weather,heavy_rain,left-center,us,Skews Left,True
87421,Phys.Org,"Niger Delta is rich in resources, but environmental destruction is pushing people into poverty",heavy_rain,pro-science,gb,Middle,True
87545,The Punch,Climate challenges fueling insecurity in Nigeria — Niger gov,heavy_rain,left-center,ng,,True
88645,The Verge,Google wants to be at the center of all your climate change decisions,heavy_rain,left-center,us,Middle,True
88994,Phys.Org,"Humans increasingly settling in high-risk flood zones, study warns",heavy_rain,pro-science,gb,Middle,True
89437,Phys.Org,"At least 10 dead, 102 missing in India glacial lake burst",heavy_rain,pro-science,gb,Middle,True
89438,Phys.Org,"Five killed by India glacial lake burst flood, 23 soldiers missing",heavy_rain,pro-science,gb,Middle,True
89439,Al Jazeera English,"Death toll rises to 14 in India’s Sikkim flooding, dozens still missing",heavy_rain,left-center,us,Skews Left,True
89448,Forbes,Floods In Libya And India Highlight Rising Risk To Dams,heavy_rain,right-center,us,Middle,True
89473,Phys.Org,"India flood toll hits 56, army warns on stray munitions",heavy_rain,pro-science,gb,Middle,True
89464,Al Jazeera English,Indian army searching for 23 soldiers who went missing after flash flood,heavy_rain,left-center,us,Skews Left,True
89482,Phys.Org,Himalayan communities are under siege from landslides—and climate change is worsening the crisis,heavy_rain,pro-science,gb,Middle,True
89496,Al Jazeera English,Floods in India’s Sikkim kill 10; dozens including 23 army soldiers missing,heavy_rain,left-center,us,Skews Left,True
89507,Phys.Org,"Glacial lake floods: A growing, unpredictable climate risk",heavy_rain,pro-science,gb,Middle,True
513698,Al Jazeera English,Torrential rains kill at least 21 in Dominican Republic,heavy_rain,left-center,us,Skews Left,True
516476,BBC News,Extreme weather 'biggest threat' to UK heritage,heavy_rain,left-center,gb,Middle,True
516504,Phys.Org,"Coastal river deltas threatened by more than climate change, study shows",heavy_rain,pro-science,gb,Middle,True
516507,Phys.Org,At least 21 dead in torrential Dominican Republic rains,heavy_rain,pro-science,gb,Middle,True
516783,The Punch,"Floods displaced 650,000 Nigerian children in six years – UNICEF",heavy_rain,left-center,ng,,True
558563,The Times of India,India's farmers wrestle with shift to eco-friendly agriculture,heavy_rain,right-center,in,Middle,True
567192,The Times of India,Climate threatening UK historic heritage: charity,heavy_rain,right-center,in,Middle,True
583489,Gizmodo.com,Why ‘Climate Havens’ Could Be Closer to Home Than You’d Think,heavy_rain,left,us,Skews Left,True
583724,Al Jazeera English,"Somalia floods kill 50 people, nearly 700,000 displaced: Disaster agency",heavy_rain,left-center,us,Skews Left,True
584062,The Punch,Somalia flood death toll hits 50,heavy_rain,left-center,ng,,True
584102,The Indian Express,"Not just sanitation, but climate-proof sanitation",heavy_rain,left-center,in,Middle,True
596580,The Times of India,Indian farmers rack up carbon credits with climate-conscious ways,heavy_rain,right-center,in,Middle,True
597467,Globalsecurity.org,20 November 2023 - Daily Press Briefing by the Office of the Spokesperson for the Secretary-General,heavy_rain,least biased,us,,True
611836,The Punch,UNICEF donates oxygen plant to Ogun teaching hospital,heavy_rain,left-center,ng,,True
622038,Al Jazeera English,"10 years after Haiyan, are mangroves protecting Philippine coastal areas?",heavy_rain,left-center,us,Skews Left,True
625288,Al Jazeera English,"Hit by floods and fires, a Greek village has lost hope",heavy_rain,left-center,us,Skews Left,True
627539,BBC News,Climate change: The villagers building 100ft ice towers,heavy_rain,left-center,gb,Middle,True
639571,Al Jazeera English,"First the drought, then flood: Climate crisis compounds woes for Somalis",heavy_rain,left-center,us,Skews Left,True
644840,ABC News,El Nino-worsened flooding has Somalia in a state of emergency. Residents of one town are desperate,heavy_rain,left-center,us,Middle,True
666909,BBC News,Ethiopia drought: Fifty die of hunger in Tigray and Amhara amid aid freeze,heavy_rain,left-center,gb,Middle,True
668289,BBC News,Kenya floods: Seven feared dead after crossing flooded river in Makueni County,heavy_rain,left-center,gb,Middle,True
695597,The Punch,N’East governors pledge to improve small-scale irrigation farming I,heavy_rain,left-center,ng,,True
700607,NPR,FAQ: Annual climate negotiations are about to start. Do they matter?,heavy_rain,left-center,us,Middle,True
700698,Al Jazeera English,Mountain villages fight for future as melting glaciers spell floods,heavy_rain,left-center,us,Skews Left,True
710865,The Indian Express,Environment body calls for a rethink on River Front Development,heavy_rain,left-center,in,Middle,True
715529,The Punch,Generative AI to help Nigeria’s fight against climate change,heavy_rain,left-center,ng,,True
731169,The Times of India,How did humans get to the brink of crashing climate? A long push for progress and energy to fuel it,heavy_rain,right-center,in,Middle,True
